status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
for_sale,,,0.51,Saint Thomas,Virgin Islands,802.0,,,97500
for_sale,4.0,2.0,0.12,Hormigueros,Puerto Rico,660.0,1163.0,,135000
for_sale,2.0,1.0,0.09,Ponce,Puerto Rico,730.0,1092.0,,100000
for_sale,3.0,2.0,,San Juan,Puerto Rico,917.0,1338.0,,190000
for_sale,4.0,2.0,0.08,Ponce,Puerto Rico,731.0,1460.0,,131000
for_sale,2.0,2.0,0.25,Ponce,Puerto Rico,730.0,1004.0,,126600
for_sale,3.0,2.0,0.08,Guanica,Puerto Rico,653.0,1066.0,,30000
for_sale,3.0,1.0,0.08,Toa Baja,Puerto Rico,949.0,950.0,,73400
for_sale,3.0,2.0,,San Juan,Puerto Rico,926.0,1581.0,,169000
for_sale,,,0.71,Christiansted,Virgin Islands,820.0,,,110000
for_sale,3.0,2.0,,Vega Alta,Puerto Rico,692.0,2096.0,,625000
for_sale,4.0,3.0,0.25,Toa Alta,Puerto Rico,953.0,1490.0,,82000
for_sale,4.0,3.0,0.09,Gurabo,Puerto Rico,778.0,19000.0,,191000
for_sale,,,0.75,Rincon,Puerto Rico,677.0,,,75000
for_sale,5.0,4.0,0.08,San Juan,Puerto Rico,907.0,1898.0,,875000
for_sale,2.0,1.0,1.45,Cidra,Puerto Rico,739.0,653.0,,69000
for_sale,3.0,2.0,0.11,Vega Baja,Puerto Rico,693.0,900.0,,98000
for_sale,3.0,2.0,0.07,Bayamon,Puerto Rico,956.0,750.0,,104000
for_sale,3.0,3.0,0.23,Utuado,Puerto Rico,641.0,1326.0,,69900
for_sale,3.0,1.0,0.2,Ciales,Puerto Rico,639.0,2040.0,,50000
for_sale,3.0,2.0,0.21,Hatillo,Puerto Rico,659.0,3515.0,,365000
for_sale,2.0,3.0,,San Juan,Puerto Rico,912.0,1600.0,,1200000
for_sale,3.0,2.0,0.94,San Juan,Puerto Rico,926.0,1288.0,,134000
for_sale,3.0,2.0,,Guaynabo,Puerto Rico,969.0,1228.0,,200000
for_sale,1.0,1.0,25.94,Cayey,Puerto Rico,736.0,3000.0,,1250000
for_sale,3.0,2.0,0.05,Bayamon,Puerto Rico,957.0,1759.0,,154000
for_sale,3.0,2.0,,Vega Alta,Puerto Rico,646.0,1564.0,,375000
for_sale,1.0,1.0,,San Juan,Puerto Rico,917.0,527.0,,105000
for_sale,3.0,2.0,0.09,Morovis,Puerto Rico,687.0,1512.0,,94000
for_sale,3.0,2.0,0.02,Juncos,Puerto Rico,777.0,720.0,,69900
for_sale,4.0,3.0,0.12,Mayaguez,Puerto Rico,680.0,2300.0,,264900
for_sale,4.0,2.0,,Guaynabo,Puerto Rico,969.0,1360.0,,275000
for_sale,4.0,2.0,0.03,Toa Baja,Puerto Rico,949.0,1111.0,,125000
for_sale,6.0,4.0,0.12,San Juan,Puerto Rico,917.0,2503.0,,219000
for_sale,3.0,1.0,0.06,Trujillo Alto,Puerto Rico,976.0,827.0,,114000
for_sale,3.0,4.0,0.99,Dorado,Puerto Rico,646.0,3500.0,,5000000
for_sale,4.0,2.0,0.11,Bayamon,Puerto Rico,959.0,1700.0,,185500
for_sale,2.0,2.0,,Toa Alta,Puerto Rico,953.0,,,130000
for_sale,6.0,2.0,0.04,Guayama,Puerto Rico,784.0,1500.0,,57900
for_sale,3.0,1.0,0.12,Hatillo,Puerto Rico,659.0,930.0,,85000
for_sale,,,1.31,Christiansted,Virgin Islands,820.0,,,65000
for_sale,3.0,2.0,0.1,Aguada,Puerto Rico,602.0,600.0,,95000
for_sale,3.0,2.0,0.1,Cabo Rojo,Puerto Rico,623.0,1708.0,,154000
for_sale,4.0,2.0,0.05,Guaynabo,Puerto Rico,969.0,1200.0,,169000
for_sale,2.0,2.0,0.58,Vieques,Puerto Rico,765.0,920.0,,449000
for_sale,4.0,3.0,0.27,Aibonito,Puerto Rico,705.0,2500.0,,325000
for_sale,3.0,1.0,0.08,Carolina,Puerto Rico,982.0,900.0,,115000
for_sale,,,744.0,Christiansted,Virgin Islands,820.0,,,22500000
for_sale,3.0,1.0,,San Juan,Puerto Rico,926.0,889.0,,122900
for_sale,4.0,2.0,0.04,San Juan,Puerto Rico,915.0,1357.0,,96000
for_sale,3.0,3.0,0.21,Dorado,Puerto Rico,646.0,2462.0,,1600000
for_sale,2.0,2.0,,Christiansted,Virgin Islands,820.0,1200.0,,189000
for_sale,,,0.52,Rincon,Puerto Rico,677.0,,,208799
for_sale,3.0,3.0,0.49,Guaynabo,Puerto Rico,965.0,2372.0,,161000
for_sale,,,0.99,Christiansted,Virgin Islands,820.0,,,67500
for_sale,4.0,4.0,,San Juan,Puerto Rico,901.0,3900.0,,3500000
for_sale,2.0,1.0,0.06,Canovanas,Puerto Rico,729.0,1538.0,,65000
for_sale,,,0.72,Christiansted,Virgin Islands,820.0,,,350000
for_sale,3.0,1.0,0.15,Toa Alta,Puerto Rico,953.0,2092.0,,70000
for_sale,3.0,2.0,0.05,Cayey,Puerto Rico,736.0,1102.0,,33000
for_sale,4.0,2.0,0.04,San Juan,Puerto Rico,915.0,1357.0,,96000
for_sale,3.0,1.0,0.08,Trujillo Alto,Puerto Rico,976.0,884.0,,86000
for_sale,3.0,2.0,0.02,Canovanas,Puerto Rico,729.0,1127.0,,142500
for_sale,2.0,1.0,0.06,San Juan,Puerto Rico,915.0,616.0,,43000
for_sale,4.0,2.0,0.22,Canovanas,Puerto Rico,729.0,1668.0,,245000
for_sale,3.0,1.0,0.11,Lares,Puerto Rico,669.0,870.0,,99000
for_sale,,,0.85,Kingshill,Virgin Islands,850.0,,,332919
for_sale,,,0.75,Guaynabo,Puerto Rico,969.0,,,198000
for_sale,3.0,1.0,0.06,San Juan,Puerto Rico,921.0,880.0,,140000
for_sale,3.0,2.0,0.25,Morovis,Puerto Rico,687.0,2500.0,,210000
for_sale,4.0,3.0,10.76,Dorado,Puerto Rico,646.0,,,60660
for_sale,1.0,1.0,0.1,Ponce,Puerto Rico,730.0,850.0,,220000
for_sale,2.0,1.0,0.19,Toa Alta,Puerto Rico,953.0,645.0,,75000
for_sale,3.0,2.0,0.06,San Juan,Puerto Rico,926.0,1655.0,,148900
for_sale,4.0,2.0,0.19,Corozal,Puerto Rico,783.0,1500.0,,80000
for_sale,3.0,2.0,0.22,Aibonito,Puerto Rico,705.0,800.0,,120000
for_sale,3.0,1.0,,San Juan,Puerto Rico,924.0,906.0,,79900
for_sale,,,0.15,Sabana Grande,Puerto Rico,637.0,,,80000
for_sale,3.0,1.0,,San Juan,Puerto Rico,924.0,906.0,,79900
for_sale,3.0,1.0,,San Juan,Puerto Rico,920.0,806.0,,120000
for_sale,3.0,2.0,0.04,San Juan,Puerto Rico,901.0,3176.0,,1600000
for_sale,,,0.5,Saint John,Virgin Islands,830.0,,,375000
for_sale,1.0,1.0,0.24,Saint John,Virgin Islands,830.0,1300.0,,675000
for_sale,2.0,1.0,0.08,Dorado,Puerto Rico,646.0,700.0,,59200
for_sale,3.0,2.0,0.11,Yauco,Puerto Rico,698.0,1000.0,,67000
for_sale,,,21.76,San Lorenzo,Puerto Rico,754.0,,,750000
for_sale,4.0,2.0,0.07,San Juan,Puerto Rico,924.0,1224.0,,120000
for_sale,4.0,3.0,0.32,Guaynabo,Puerto Rico,969.0,4453.0,,1175000
for_sale,2.0,1.0,0.06,San Juan,Puerto Rico,915.0,616.0,,43000
for_sale,4.0,2.0,0.12,Yauco,Puerto Rico,698.0,1800.0,,170000
for_sale,4.0,2.0,0.19,Toa Alta,Puerto Rico,953.0,4634.0,,355000
for_sale,4.0,3.0,0.14,Dorado,Puerto Rico,646.0,3500.0,,1100000
for_sale,4.0,2.0,0.1,Aguada,Puerto Rico,602.0,1955.0,,339000
for_sale,4.0,3.0,0.43,Gurabo,Puerto Rico,778.0,3171.0,,253000
for_sale,3.0,1.0,0.06,Caguas,Puerto Rico,727.0,850.0,,150000
for_sale,2.0,1.0,,Saint Thomas,Virgin Islands,802.0,900.0,,280000
for_sale,7.0,7.0,4.0,Christiansted,Virgin Islands,820.0,,,1469000
for_sale,3.0,1.0,0.08,Bayamon,Puerto Rico,959.0,900.0,,113000
for_sale,3.0,1.0,0.05,San Juan,Puerto Rico,923.0,550.0,,40950
for_sale,3.0,2.0,0.42,Vega Alta,Puerto Rico,692.0,1000.0,,88000
for_sale,3.0,2.0,0.15,Comerio,Puerto Rico,782.0,996.0,,94000
for_sale,3.0,3.0,0.49,Guaynabo,Puerto Rico,965.0,2372.0,,161000
for_sale,,,1.55,Christiansted,Virgin Islands,820.0,,,349000
for_sale,5.0,2.0,0.32,Mayaguez,Puerto Rico,680.0,1500.0,,55000
for_sale,5.0,5.0,0.31,Mayaguez,Puerto Rico,682.0,4387.0,,425000
for_sale,3.0,2.0,4.67,Cayey,Puerto Rico,736.0,1095.0,,150000
for_sale,3.0,2.0,0.09,Gurabo,Puerto Rico,778.0,2100.0,,260000
for_sale,2.0,2.0,1.15,Christiansted,Virgin Islands,820.0,1900.0,,449000
for_sale,,,0.85,Frederiksted,Virgin Islands,840.0,,,50000
for_sale,6.0,2.0,0.1,Moca,Puerto Rico,676.0,2002.0,,130000
for_sale,4.0,2.0,3.08,Santa Isabel,Puerto Rico,757.0,2886.0,,495000
for_sale,,,0.5,Saint Thomas,Virgin Islands,802.0,,,115500
for_sale,4.0,2.0,,Guaynabo,Puerto Rico,971.0,2700.0,,399000
for_sale,,,2.06,Saint John,Virgin Islands,830.0,,,600000
for_sale,3.0,4.0,,San Juan,Puerto Rico,907.0,5400.0,,6995000
for_sale,3.0,1.0,0.06,San Juan,Puerto Rico,921.0,880.0,,140000
for_sale,,,0.6,,Virgin Islands,,,,64000
for_sale,3.0,1.0,,Bayamon,Puerto Rico,956.0,1027.0,,116000
for_sale,3.0,2.0,0.09,Bayamon,Puerto Rico,957.0,1200.0,,102000
for_sale,5.0,4.0,0.89,Cayey,Puerto Rico,736.0,6000.0,,1500000
for_sale,,,1.55,Christiansted,Virgin Islands,820.0,,,349000
for_sale,6.0,7.0,0.25,Dorado,Puerto Rico,646.0,5500.0,,9995000
for_sale,7.0,3.0,0.09,Dorado,Puerto Rico,949.0,1192.0,6/28/2019,110000
for_sale,4.0,2.0,0.08,Bayamon,Puerto Rico,956.0,1822.0,,83500
for_sale,4.0,3.0,0.4,Lajas,Puerto Rico,667.0,6500.0,,495000
for_sale,2.0,1.0,0.12,Cidra,Puerto Rico,739.0,1000.0,,50000
for_sale,3.0,1.0,0.08,Patillas,Puerto Rico,723.0,800.0,,73000
for_sale,3.0,2.0,,San Juan,Puerto Rico,924.0,1294.0,,101000
for_sale,,,0.97,Cayey,Puerto Rico,737.0,,,83000
for_sale,3.0,1.0,0.07,Manati,Puerto Rico,674.0,800.0,,113600
for_sale,3.0,2.0,0.15,Cidra,Puerto Rico,739.0,1130.0,,100000
for_sale,3.0,2.0,0.04,San Juan,Puerto Rico,901.0,3176.0,,1600000
for_sale,,,0.71,Villalba,Puerto Rico,766.0,,,1000000
for_sale,,,0.91,Christiansted,Virgin Islands,820.0,,,250000
for_sale,3.0,1.0,,Caguas,Puerto Rico,727.0,892.0,,78000
for_sale,3.0,2.0,0.86,Arecibo,Puerto Rico,612.0,3500.0,,145000
for_sale,3.0,1.0,0.18,Toa Alta,Puerto Rico,953.0,750.0,,70500
for_sale,,,0.51,Rio Grande,Puerto Rico,745.0,,,45000
for_sale,3.0,2.0,,Guaynabo,Puerto Rico,969.0,1285.0,,150000
for_sale,,,13.0,Ceiba,Puerto Rico,735.0,,,195000
for_sale,3.0,2.0,0.1,Dorado,Puerto Rico,646.0,1800.0,,550000
for_sale,,,2.95,Lajas,Puerto Rico,667.0,,,210000
for_sale,3.0,2.0,0.09,Bayamon,Puerto Rico,961.0,964.0,,159000
for_sale,,,0.32,Moca,Puerto Rico,676.0,,,29000
for_sale,4.0,2.0,0.35,Juana Diaz,Puerto Rico,795.0,1918.0,,97000
for_sale,8.0,4.0,0.08,Toa Baja,Puerto Rico,949.0,3000.0,,269000
for_sale,4.0,3.0,0.15,Lajas,Puerto Rico,667.0,1857.0,,850000
for_sale,6.0,3.0,0.09,Bayamón,Puerto Rico,959.0,1764.0,,165000
for_sale,,,0.67,Guaynabo,Puerto Rico,969.0,,,110000
for_sale,3.0,3.0,0.42,San Lorenzo,Puerto Rico,754.0,997.0,,86000
for_sale,5.0,3.0,0.39,Ponce,Puerto Rico,716.0,3100.0,,310000
for_sale,,,0.19,Boqueron,Puerto Rico,622.0,,,75000
for_sale,3.0,2.0,0.07,Caguas,Puerto Rico,725.0,1316.0,,132000
for_sale,3.0,2.0,0.5,Bayamon,Puerto Rico,961.0,1894.0,,500000
for_sale,4.0,2.0,0.18,Humacao,Puerto Rico,791.0,1200.0,,275000
for_sale,3.0,2.0,0.09,Dorado,Puerto Rico,646.0,1380.0,,189500
for_sale,3.0,3.0,0.61,Christiansted,Virgin Islands,820.0,1606.0,,549000
for_sale,,,1.27,Christiansted,Virgin Islands,820.0,,,89000
for_sale,5.0,4.0,0.25,San Juan,Puerto Rico,926.0,3123.0,,2000000
for_sale,3.0,1.0,,Bayamon,Puerto Rico,960.0,975.0,,87000
for_sale,2.0,1.0,0.19,Dorado,Puerto Rico,646.0,834.0,,83600
for_sale,3.0,3.0,1.07,Frederiksted,Virgin Islands,840.0,,,885000
for_sale,4.0,3.0,0.3,San Juan,Puerto Rico,926.0,1500.0,,174900
for_sale,3.0,1.0,0.04,Mayaguez,Puerto Rico,680.0,975.0,,60150
for_sale,3.0,3.0,0.06,San Juan,Puerto Rico,920.0,1340.0,,86450
for_sale,4.0,2.0,0.44,Toa Alta,Puerto Rico,953.0,1328.0,,125000
for_sale,4.0,1.0,0.11,San Juan,Puerto Rico,929.0,1387.0,,118000
for_sale,3.0,1.0,,San Juan,Puerto Rico,961.0,517.0,,85000
for_sale,6.0,4.0,0.25,Bayamon,Puerto Rico,961.0,2705.0,,127600
for_sale,6.0,3.0,0.13,Mayaguez,Puerto Rico,680.0,2110.0,,77000
for_sale,3.0,2.0,,Guaynabo,Puerto Rico,969.0,1900.0,,335000
for_sale,3.0,2.0,3.88,San Sebastian,Puerto Rico,685.0,4000.0,,575000
for_sale,2.0,2.0,,Rio Grande,Puerto Rico,745.0,1671.0,,2499900
for_sale,8.0,5.0,0.04,San Juan,Puerto Rico,901.0,7249.0,,2200000
for_sale,4.0,3.0,0.3,San Juan,Puerto Rico,926.0,1500.0,,174900
for_sale,3.0,2.0,0.1,Lares,Puerto Rico,669.0,4161.0,,155000
for_sale,6.0,4.0,0.37,Bayamon,Puerto Rico,956.0,2451.0,,240000
for_sale,3.0,1.0,0.09,Juana Diaz,Puerto Rico,795.0,870.0,,102900
for_sale,,1.0,,Saint Thomas,Virgin Islands,802.0,235.0,,115000
for_sale,,,20.0,Vega Alta,Puerto Rico,692.0,,,5000000
for_sale,5.0,3.0,0.09,Guaynabo,Puerto Rico,969.0,1559.0,,224900
for_sale,3.0,2.0,,Toa Baja,Puerto Rico,949.0,2572.0,,128000
for_sale,3.0,1.0,0.12,Bayamon,Puerto Rico,957.0,810.0,,85800
for_sale,4.0,4.0,,San Juan,Puerto Rico,901.0,3900.0,,3500000
for_sale,,,4.92,Morovis,Puerto Rico,687.0,,,160000
for_sale,7.0,6.0,0.32,Trujillo Alto,Puerto Rico,976.0,5508.0,,1100000
for_sale,3.0,1.0,,San Juan,Puerto Rico,926.0,889.0,,122900
for_sale,,,0.87,Christiansted,Virgin Islands,820.0,,,200000
for_sale,3.0,2.0,0.27,Dorado,Puerto Rico,646.0,2200.0,,465000
for_sale,1.0,1.0,0.18,Canovanas,Puerto Rico,729.0,586.0,,29000
for_sale,,,0.87,Carolina,Puerto Rico,987.0,,,700000
for_sale,3.0,2.0,1.13,Moca,Puerto Rico,676.0,1928.0,,305000
for_sale,5.0,3.0,0.16,Ponce,Puerto Rico,730.0,3100.0,,555000
for_sale,4.0,2.0,0.08,Canovanas,Puerto Rico,729.0,,,369000
for_sale,4.0,3.0,0.06,San Juan,Puerto Rico,907.0,2628.0,,620000
for_sale,5.0,3.0,19.44,Lares,Puerto Rico,669.0,3907.0,,367500
for_sale,3.0,2.0,,San Juan,Puerto Rico,907.0,1200.0,,395000
for_sale,3.0,1.0,,Caguas,Puerto Rico,725.0,848.0,,52500
for_sale,3.0,2.0,0.08,Bayamon,Puerto Rico,956.0,1050.0,,95000
for_sale,,,19.95,Frederiksted,Virgin Islands,840.0,,,278000
for_sale,2.0,2.0,,Guaynabo,Puerto Rico,969.0,954.0,,103000
for_sale,3.0,2.0,,Carolina,Puerto Rico,979.0,1550.0,,529000
for_sale,4.0,2.0,0.44,Toa Alta,Puerto Rico,953.0,1328.0,,125000
for_sale,,,0.23,Cabo Rojo,Puerto Rico,623.0,,,55000
for_sale,3.0,2.0,,Carolina,Puerto Rico,987.0,1248.0,,135000
for_sale,7.0,5.0,0.1,Bayamon,Puerto Rico,959.0,2500.0,,195000
for_sale,3.0,2.0,,Caguas,Puerto Rico,725.0,1071.0,,73000
for_sale,5.0,3.0,0.49,Penuelas,Puerto Rico,624.0,2500.0,,799000
for_sale,3.0,2.0,0.08,San Juan,Puerto Rico,924.0,3670.0,,145000
for_sale,3.0,2.0,1.09,Naguabo,Puerto Rico,718.0,2229.0,,385000
for_sale,3.0,2.0,,San Juan,Puerto Rico,926.0,1204.0,,119000
for_sale,4.0,2.0,0.89,Aguadilla,Puerto Rico,603.0,1408.0,,99000
for_sale,3.0,1.0,0.74,Lares,Puerto Rico,669.0,2500.0,,132000
for_sale,3.0,2.0,0.09,Catano,Puerto Rico,692.0,1007.0,,154150
for_sale,3.0,1.0,,Bayamon,Puerto Rico,960.0,975.0,,87000
for_sale,3.0,2.0,0.07,Carolina,Puerto Rico,987.0,1255.0,,180000
for_sale,3.0,2.0,,Bayamon,Puerto Rico,959.0,1224.0,,140000
for_sale,3.0,2.0,,Carolina,Puerto Rico,985.0,1099.0,,100000
for_sale,5.0,5.0,0.31,Mayaguez,Puerto Rico,682.0,4387.0,,425000
for_sale,2.0,1.0,0.05,Catano,Puerto Rico,962.0,1025.0,,56700
for_sale,4.0,2.0,,Guaynabo,Puerto Rico,971.0,2700.0,,399000
for_sale,4.0,1.0,0.09,Loiza,Puerto Rico,772.0,1320.0,,75000
for_sale,4.0,3.0,0.3,San Juan,Puerto Rico,926.0,2900.0,,975000
for_sale,2.0,1.0,0.19,Vega Baja,Puerto Rico,692.0,959.0,,59000
for_sale,5.0,2.0,5.14,Maricao,Puerto Rico,606.0,2156.0,,55000
for_sale,,,3.9,Manati,Puerto Rico,674.0,,,287000
for_sale,,,3.22,San Lorenzo,Puerto Rico,754.0,,,90000
for_sale,3.0,1.0,,San Juan,Puerto Rico,926.0,889.0,,122900
for_sale,8.0,5.0,0.04,San Juan,Puerto Rico,901.0,7249.0,,2200000
for_sale,4.0,2.0,,Guaynabo,Puerto Rico,971.0,2700.0,,399000
for_sale,3.0,2.0,0.09,Aibonito,Puerto Rico,705.0,900.0,,85000
for_sale,2.0,1.0,,Bayamon,Puerto Rico,961.0,721.0,,75000
for_sale,4.0,2.0,0.11,Guayanilla,Puerto Rico,656.0,1300.0,,93000
for_sale,,,0.2,Hatillo,Puerto Rico,659.0,,,55000
for_sale,4.0,2.0,,San Juan,Puerto Rico,926.0,1573.0,,145000
for_sale,4.0,3.0,0.19,Dorado,Puerto Rico,646.0,2500.0,,1325000
for_sale,4.0,2.0,0.2,San Juan,Puerto Rico,926.0,1400.0,,60000
for_sale,3.0,2.0,0.08,Rio Grande,Puerto Rico,745.0,827.0,,90000
for_sale,,,0.23,Frederiksted,Virgin Islands,840.0,,,40000
for_sale,3.0,2.0,0.09,San Juan,Puerto Rico,924.0,1532.0,,124000
for_sale,6.0,3.0,0.07,Hatillo,Puerto Rico,659.0,1819.0,,135000
for_sale,4.0,2.0,0.08,Toa Baja,Puerto Rico,949.0,1576.0,,220000
for_sale,4.0,3.0,1.0,Toa Alta,Puerto Rico,953.0,2396.0,,163600
for_sale,4.0,2.0,0.06,Loiza,Puerto Rico,729.0,1256.0,,103000
for_sale,4.0,1.0,0.06,Bayamon,Puerto Rico,959.0,2475.0,,250000
for_sale,3.0,2.0,0.1,San Juan,Puerto Rico,921.0,1700.0,,180000
for_sale,4.0,3.0,0.05,San Juan,Puerto Rico,926.0,1312.0,,188000
for_sale,3.0,1.0,0.07,Toa Baja,Puerto Rico,949.0,950.0,,63800
for_sale,5.0,3.0,0.04,Bayamon,Puerto Rico,959.0,1900.0,,100000
for_sale,3.0,2.0,0.09,Las Piedras,Puerto Rico,771.0,1170.0,,122000
for_sale,,,0.82,Christiansted,Virgin Islands,820.0,,,75000
for_sale,6.0,4.0,1.01,Christiansted,Virgin Islands,820.0,4800.0,,759000
for_sale,3.0,2.0,,Carolina,Puerto Rico,979.0,1459.0,,210000
for_sale,3.0,2.0,0.07,Vega Alta,Puerto Rico,692.0,2100.0,,635000
for_sale,3.0,2.0,,Trujillo Alto,Puerto Rico,976.0,998.0,,98000
for_sale,3.0,2.0,,San Juan,Puerto Rico,918.0,1549.0,,169000
for_sale,4.0,2.0,0.12,Mayaguez,Puerto Rico,682.0,1300.0,,90000
for_sale,4.0,3.0,0.11,San Juan,Puerto Rico,926.0,3300.0,,845000
for_sale,3.0,2.0,0.13,Bayamon,Puerto Rico,956.0,1300.0,,127000
for_sale,3.0,2.0,0.09,Bayamon,Puerto Rico,961.0,964.0,,159000
for_sale,3.0,1.0,0.07,Carolina,Puerto Rico,987.0,880.0,,93000
for_sale,,,744.0,Christiansted,Virgin Islands,820.0,,,22500000
for_sale,4.0,2.0,0.04,San Juan,Puerto Rico,915.0,1357.0,,96000
for_sale,3.0,1.0,0.07,San Juan,Puerto Rico,907.0,1374.0,,66500
for_sale,,,0.01,Aibonito,Puerto Rico,705.0,,,695000
for_sale,3.0,2.0,,Bayamon,Puerto Rico,957.0,1300.0,,117500
for_sale,,,18.85,Christiansted,Virgin Islands,820.0,,,1950000
for_sale,4.0,2.0,0.11,Canovanas,Puerto Rico,729.0,1228.0,,61000
for_sale,4.0,2.0,0.15,Lares,Puerto Rico,669.0,1597.0,,81000
for_sale,7.0,2.0,0.06,Comerio,Puerto Rico,782.0,2462.0,,69000
for_sale,3.0,2.0,,Guaynabo,Puerto Rico,969.0,1382.0,,161000
for_sale,,,96.6,Saint Thomas,Virgin Islands,802.0,,,10990000
for_sale,4.0,3.0,0.26,Trujillo Alto,Puerto Rico,976.0,3012.0,,285000
for_sale,,,0.25,Isabela,Puerto Rico,662.0,,,55000
for_sale,5.0,3.0,0.32,Guaynabo,Puerto Rico,965.0,1238.0,,50000
for_sale,3.0,1.0,0.05,San Juan,Puerto Rico,923.0,550.0,,40950
for_sale,4.0,3.0,,San Juan,Puerto Rico,907.0,3000.0,,2975000
for_sale,3.0,1.0,0.06,Arecibo,Puerto Rico,612.0,750.0,,80000
for_sale,3.0,2.0,,Trujillo Alto,Puerto Rico,967.0,1200.0,,98500
for_sale,3.0,2.0,2.97,Cidra,Puerto Rico,739.0,1150.0,,219000
for_sale,3.0,1.0,0.12,Bayamon,Puerto Rico,957.0,810.0,,85800
for_sale,4.0,3.0,0.25,Toa Alta,Puerto Rico,953.0,1490.0,,82000
for_sale,,,0.26,Morovis,Puerto Rico,687.0,,,70000
for_sale,4.0,2.0,0.42,Maunabo,Puerto Rico,707.0,1289.0,,73500
for_sale,3.0,1.0,0.35,Maricao,Puerto Rico,606.0,915.0,,80000
for_sale,3.0,2.0,0.09,Morovis,Puerto Rico,687.0,1512.0,,94000
for_sale,,,0.82,Christiansted,Virgin Islands,820.0,,,89000
for_sale,3.0,1.0,0.05,Dorado,Puerto Rico,646.0,816.0,,95600
for_sale,3.0,3.0,0.05,Guaynabo,Puerto Rico,966.0,1740.0,,265000
for_sale,3.0,1.0,0.17,Juana Diaz,Puerto Rico,715.0,1080.0,,125000
for_sale,3.0,2.0,1.21,San Sebastian,Puerto Rico,685.0,1100.0,,92000
for_sale,3.0,2.0,,San Juan,Puerto Rico,926.0,1340.0,,175000
for_sale,8.0,7.0,0.07,San Juan,Puerto Rico,907.0,2500.0,,750000
for_sale,5.0,4.0,,Christiansted,Virgin Islands,820.0,3200.0,,599000
for_sale,3.0,2.0,0.2,Toa Alta,Puerto Rico,953.0,1290.0,,150000
for_sale,3.0,3.0,,San Juan,Puerto Rico,907.0,2497.0,,3300000
for_sale,2.0,2.0,,Christiansted,Virgin Islands,820.0,1200.0,,194500
for_sale,2.0,2.0,,Carolina,Puerto Rico,979.0,1138.0,,569000
for_sale,3.0,2.0,,Bayamon,Puerto Rico,961.0,1102.0,,102000
for_sale,,,0.27,Rincon,Puerto Rico,677.0,,,219000
for_sale,4.0,2.0,107.64,Isabela,Puerto Rico,662.0,,,269000
for_sale,4.0,2.0,0.09,Catano,Puerto Rico,692.0,1639.0,,185000
for_sale,2.0,1.0,0.19,Toa Alta,Puerto Rico,953.0,645.0,,75000
for_sale,2.0,1.0,0.19,Vega Baja,Puerto Rico,692.0,959.0,,59000
for_sale,3.0,4.0,,San Juan,Puerto Rico,907.0,5400.0,,6995000
for_sale,7.0,5.0,0.12,San Juan,Puerto Rico,917.0,2395.0,,230000
for_sale,3.0,1.0,0.08,Bayamon,Puerto Rico,959.0,900.0,,113000
for_sale,2.0,2.0,0.17,Mayaguez,Puerto Rico,680.0,850.0,,74300
for_sale,4.0,3.0,,Toa Baja,Puerto Rico,949.0,1300.0,,150000
for_sale,6.0,2.0,0.03,Manati,Puerto Rico,674.0,1200.0,,29900
for_sale,3.0,1.0,2.0,Coamo,Puerto Rico,769.0,1213.0,,189000
for_sale,7.0,6.0,0.32,Trujillo Alto,Puerto Rico,976.0,5508.0,,1100000
for_sale,3.0,2.0,0.08,San Juan,Puerto Rico,910.0,1500.0,,131000
for_sale,4.0,3.0,0.16,Guaynabo,Puerto Rico,969.0,2308.0,,319900
for_sale,4.0,7.0,0.76,Isabela,Puerto Rico,662.0,4000.0,,450000
for_sale,2.0,2.0,,San Juan,Puerto Rico,913.0,895.0,,295000
for_sale,5.0,6.0,0.11,San Juan,Puerto Rico,907.0,3253.0,,425000
for_sale,3.0,2.0,0.02,Fajardo,Puerto Rico,738.0,889.0,,80000
for_sale,,,2.64,Aguada,Puerto Rico,602.0,,,649000
for_sale,8.0,5.0,0.08,Bayamon,Puerto Rico,956.0,2364.0,,149000
for_sale,,,15.64,Cayey,Puerto Rico,736.0,,,1300000
for_sale,1.0,1.0,25.94,Cayey,Puerto Rico,736.0,3000.0,,1250000
for_sale,6.0,3.0,0.18,Vega Baja,Puerto Rico,693.0,2371.0,,189000
for_sale,3.0,1.0,0.05,Dorado,Puerto Rico,646.0,816.0,,95600
for_sale,3.0,2.0,0.06,Toa Alta,Puerto Rico,,1126.0,,110100
for_sale,3.0,2.0,1.15,Toa Baja,Puerto Rico,949.0,1166.0,,110000
for_sale,3.0,2.0,0.15,Guayama,Puerto Rico,784.0,1284.0,,180000
for_sale,,,0.46,Gurabo,Puerto Rico,778.0,,,125000
for_sale,3.0,2.0,0.1,Aguada,Puerto Rico,602.0,600.0,,95000
for_sale,3.0,2.0,2.97,Cidra,Puerto Rico,739.0,1150.0,,219000
for_sale,3.0,2.0,0.0,Gurabo,Puerto Rico,778.0,1409.0,,110000
for_sale,3.0,2.0,,San Juan,Puerto Rico,926.0,1090.0,,111700
for_sale,,,2.29,Catano,Puerto Rico,962.0,,,1500000
for_sale,,,0.29,Christiansted,Virgin Islands,820.0,,,39900
for_sale,,,0.73,San Juan,Puerto Rico,926.0,,,325000
for_sale,3.0,4.0,,San Juan,Puerto Rico,907.0,5400.0,,6995000
